LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
COL,HUR,TOT,PC_LF,A,2007,11.2225,
COL,HUR,TOT,PC_LF,A,2008,11.2775,
COL,HUR,TOT,PC_LF,A,2009,12.08,
COL,HUR,TOT,PC_LF,A,2010,11.84167,
COL,HUR,TOT,PC_LF,A,2011,10.895,
COL,HUR,TOT,PC_LF,A,2012,10.43417,
COL,HUR,TOT,PC_LF,A,2013,9.705833,
COL,HUR,TOT,PC_LF,A,2014,9.166667,
COL,HUR,TOT,PC_LF,A,2015,8.960834,
COL,HUR,TOT,PC_LF,A,2016,9.274167,
COL,HUR,TOT,PC_LF,A,2017,9.425834,
COL,HUR,TOT,PC_LF,A,2018,9.719167,
COL,HUR,TOT,PC_LF,A,2019,10.545,
EU27_2020,HUR,TOT,PC_LF,A,2000,8.983334,
EU27_2020,HUR,TOT,PC_LF,A,2001,8.733334,
EU27_2020,HUR,TOT,PC_LF,A,2002,9.05,
EU27_2020,HUR,TOT,PC_LF,A,2003,9.816667,
EU27_2020,HUR,TOT,PC_LF,A,2004,9.966666,
EU27_2020,HUR,TOT,PC_LF,A,2005,9.683333,
EU27_2020,HUR,TOT,PC_LF,A,2006,8.708333,
EU27_2020,HUR,TOT,PC_LF,A,2007,7.516667,
EU27_2020,HUR,TOT,PC_LF,A,2008,7.266667,
EU27_2020,HUR,TOT,PC_LF,A,2009,9.225,
EU27_2020,HUR,TOT,PC_LF,A,2010,9.941667,
EU27_2020,HUR,TOT,PC_LF,A,2011,9.941667,
EU27_2020,HUR,TOT,PC_LF,A,2012,10.94167,
EU27_2020,HUR,TOT,PC_LF,A,2013,11.45,
EU27_2020,HUR,TOT,PC_LF,A,2014,10.9,
EU27_2020,HUR,TOT,PC_LF,A,2015,10.075,
EU27_2020,HUR,TOT,PC_LF,A,2016,9.175,
EU27_2020,HUR,TOT,PC_LF,A,2017,8.175,
EU27_2020,HUR,TOT,PC_LF,A,2018,7.3,
EU27_2020,HUR,TOT,PC_LF,A,2019,6.733333,
CRI,HUR,TOT,PC_LF,A,2011,10.2283,
CRI,HUR,TOT,PC_LF,A,2012,10.14184,
CRI,HUR,TOT,PC_LF,A,2013,9.499059,
CRI,HUR,TOT,PC_LF,A,2014,9.579739,
CRI,HUR,TOT,PC_LF,A,2015,9.606182,
CRI,HUR,TOT,PC_LF,A,2016,9.472075,
CRI,HUR,TOT,PC_LF,A,2017,9.174437,
CRI,HUR,TOT,PC_LF,A,2018,10.17895,
CRI,HUR,TOT,PC_LF,A,2019,11.7715,
